Population Issue,x,Run,3189 VCF Files cohort,1GP Files,x,Assay Type,BioProject,BioSample,Center Name,Consent,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,culture_collection,AvgSpotLen,Bases,Coriell_panel,Family_Id,Genome_coverage,Avg rDNA Coverage,Estimated Copy #
,35582,ERR3239675,ERR3239675,ERR3239675,TRUE,WGS,PRJEB31736,SAMN00001032,NYGC,public,NA18984,2019-03-22,2019-03-22,ERX3267050,Illumina NovaSeq 6000,NA18984,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18984,male,ERP114329,EAS,East Asian,10901996523,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T08:20:00Z,1,CORIELL:GM18984,300,109341384000,MGP00009,,35.27475501,6646.409268,188.4182971
,35583,ERR3239676,ERR3239676,ERR3239676,TRUE,WGS,PRJEB31736,SAMN00001033,NYGC,public,NA18985,2019-03-22,2019-03-22,ERX3267051,Illumina NovaSeq 6000,NA18985,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18985,male,ERP114329,EAS,East Asian,11699168790,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T03:00:00Z,1,CORIELL:GM18985,300,105520909200,MGP00009,,34.04222705,6615.411221,194.3295664
,35584,ERR3239677,ERR3239677,ERR3239677,TRUE,WGS,PRJEB31736,SAMN00001034,NYGC,public,NA18986,2019-03-22,2019-03-22,ERX3267052,Illumina NovaSeq 6000,NA18986,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18986,male,ERP114329,EAS,East Asian,12845747267,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:04:00Z,1,CORIELL:GM18986,300,127180278000,MGP00009,,41.02978199,11071.81561,269.848268
,35476,ERR3239568,ERR3239568,ERR3239568,TRUE,WGS,PRJEB31736,SAMN00000497,NYGC,public,NA18987,2019-03-22,2019-03-22,ERX3266943,Illumina NovaSeq 6000,NA18987,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18987,female,ERP114329,EAS,East Asian,9891450378,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T22:50:00Z,1,CORIELL:GM18987,300,103770383700,MGP00009,,33.47748792,7073.516824,211.2917445
,35585,ERR3239678,ERR3239678,ERR3239678,TRUE,WGS,PRJEB31736,SAMN00001035,NYGC,public,NA18988,2019-03-22,2019-03-22,ERX3267053,Illumina NovaSeq 6000,NA18988,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18988,male,ERP114329,EAS,East Asian,11006690984,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:58:00Z,1,CORIELL:GM18988,300,107551575300,MGP00009,,34.69734268,7966.148641,229.5895889
,35586,ERR3239679,ERR3239679,ERR3239679,TRUE,WGS,PRJEB31736,SAMN00001036,NYGC,public,NA18989,2019-03-22,2019-03-22,ERX3267054,Illumina NovaSeq 6000,NA18989,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18989,male,ERP114329,EAS,East Asian,14526533383,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:05:00Z,1,CORIELL:GM18989,300,143492719200,MGP00009,,46.29235821,10134.68312,218.9277779
,35477,ERR3239569,ERR3239569,ERR3239569,TRUE,WGS,PRJEB31736,SAMN00000498,NYGC,public,NA18990,2019-03-22,2019-03-22,ERX3266944,Illumina NovaSeq 6000,NA18990,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18990,male,ERP114329,EAS,East Asian,11458558283,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:10:00Z,1,CORIELL:GM18990,300,116713281300,MGP00009,,37.65301164,8761.486931,232.6902033
,35478,ERR3239570,ERR3239570,ERR3239570,TRUE,WGS,PRJEB31736,SAMN00000499,NYGC,public,NA18991,2019-03-22,2019-03-22,ERX3266945,Illumina NovaSeq 6000,NA18991,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18991,female,ERP114329,EAS,East Asian,9679878772,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T03:53:00Z,1,CORIELL:GM18991,300,110209469700,MGP00009,,35.55480918,8607.205423,242.0827343
,35479,ERR3239571,ERR3239571,ERR3239571,TRUE,WGS,PRJEB31736,SAMN00000500,NYGC,public,NA18992,2019-03-22,2019-03-22,ERX3266946,Illumina NovaSeq 6000,NA18992,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18992,female,ERP114329,EAS,East Asian,9991862258,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T03:41:00Z,1,CORIELL:GM18992,300,104505772800,MGP00009,,33.71473268,4992.094337,148.0686317
,35480,ERR3239572,ERR3239572,ERR3239572,TRUE,WGS,PRJEB31736,SAMN00000501,NYGC,public,NA18993,2019-03-22,2019-03-22,ERX3266947,Illumina NovaSeq 6000,NA18993,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18993,female,ERP114329,EAS,East Asian,10601986804,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T22:21:00Z,1,CORIELL:GM18993,300,111154036800,MGP00009,,35.8595371,6908.604026,192.6573677
,35481,ERR3239573,ERR3239573,ERR3239573,TRUE,WGS,PRJEB31736,SAMN00000502,NYGC,public,NA18994,2019-03-22,2019-03-22,ERX3266948,Illumina NovaSeq 6000,NA18994,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18994,male,ERP114329,EAS,East Asian,11768372703,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T07:22:00Z,1,CORIELL:GM18994,300,127216743000,MGP00009,,41.04154601,10830.57368,263.8929264
,35482,ERR3239574,ERR3239574,ERR3239574,TRUE,WGS,PRJEB31736,SAMN00000503,NYGC,public,NA18995,2019-03-22,2019-03-22,ERX3266949,Illumina NovaSeq 6000,NA18995,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18995,male,ERP114329,EAS,East Asian,11044883305,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T22:02:00Z,1,CORIELL:GM18995,300,118549461600,MGP00009,,38.24538397,6783.272796,177.3618694
,35483,ERR3239575,ERR3239575,ERR3239575,TRUE,WGS,PRJEB31736,SAMN00000504,NYGC,public,NA18997,2019-03-22,2019-03-22,ERX3266950,Illumina NovaSeq 6000,NA18997,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18997,female,ERP114329,EAS,East Asian,12228030705,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T21:14:00Z,1,CORIELL:GM18997,300,109096956000,MGP00009,,35.1958998,9311.499549,264.5620542
,35484,ERR3239576,ERR3239576,ERR3239576,TRUE,WGS,PRJEB31736,SAMN00000505,NYGC,public,NA18998,2019-03-22,2019-03-22,ERX3266951,Illumina NovaSeq 6000,NA18998,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18998,female,ERP114329,EAS,East Asian,11347180813,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T21:04:00Z,1,CORIELL:GM18998,300,112470746100,MGP00009,,36.28432227,11656.25026,321.2475674
,35485,ERR3239577,ERR3239577,ERR3239577,TRUE,WGS,PRJEB31736,SAMN00000506,NYGC,public,NA18999,2019-03-22,2019-03-22,ERX3266952,Illumina NovaSeq 6000,NA18999,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA18999,female,ERP114329,EAS,East Asian,11012755097,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T04:58:00Z,1,CORIELL:GM18999,300,120052437900,MGP00009,,38.73026095,10594.83371,273.5544106
,35486,ERR3239578,ERR3239578,ERR3239578,TRUE,WGS,PRJEB31736,SAMN00000507,NYGC,public,NA19000,2019-03-22,2019-03-22,ERX3266953,Illumina NovaSeq 6000,NA19000,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19000,male,ERP114329,EAS,East Asian,11257391906,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T21:26:00Z,1,CORIELL:GM19000,300,119270718900,MGP00009,,38.47806965,7440.446372,193.3684938
,35487,ERR3239579,ERR3239579,ERR3239579,TRUE,WGS,PRJEB31736,SAMN00000508,NYGC,public,NA19001,2019-03-22,2019-03-22,ERX3266954,Illumina NovaSeq 6000,NA19001,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19001,female,ERP114329,EAS,East Asian,11383425203,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T04:51:00Z,1,CORIELL:GM19001,300,111218903700,MGP00009,,35.88046389,9780.840694,272.5951572
,35488,ERR3239580,ERR3239580,ERR3239580,TRUE,WGS,PRJEB31736,SAMN00000509,NYGC,public,NA19002,2019-03-22,2019-03-22,ERX3266955,Illumina NovaSeq 6000,NA19002,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19002,female,ERP114329,EAS,East Asian,12134824735,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:25:00Z,1,CORIELL:GM19002,300,121358384700,MGP00009,,39.15157401,8448.225477,215.7825244
,35489,ERR3239581,ERR3239581,ERR3239581,TRUE,WGS,PRJEB31736,SAMN00000510,NYGC,public,NA19003,2019-03-22,2019-03-22,ERX3266956,Illumina NovaSeq 6000,NA19003,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19003,female,ERP114329,EAS,East Asian,10011994720,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:56:00Z,1,CORIELL:GM19003,300,105658872300,MGP00009,,34.08673549,5902.743879,173.168354
,35587,ERR3239680,ERR3239680,ERR3239680,TRUE,WGS,PRJEB31736,SAMN00001037,NYGC,public,NA19004,2019-03-22,2019-03-22,ERX3267055,Illumina NovaSeq 6000,NA19004,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19004,male,ERP114329,EAS,East Asian,12242207679,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:28:00Z,1,CORIELL:GM19004,300,114230807400,MGP00009,,36.85213775,7591.785564,206.0066533
,35342,ERR3239421,ERR3239421,ERR3239421,TRUE,WGS,PRJEB31736,SAMN00001662,NYGC,public,NA19005,2019-03-22,2019-03-22,ERX3266796,Illumina NovaSeq 6000,NA19005,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19005,male,ERP114329,EAS,East Asian,10754373473,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:49:00Z,1,CORIELL:GM19005,300,111507793800,MGP00009,,35.97366307,8805.467703,244.7753982
,35588,ERR3239681,ERR3239681,ERR3239681,TRUE,WGS,PRJEB31736,SAMN00001038,NYGC,public,NA19006,2019-03-22,2019-03-22,ERX3267056,Illumina NovaSeq 6000,NA19006,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19006,male,ERP114329,EAS,East Asian,10860123529,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T07:54:00Z,1,CORIELL:GM19006,300,105395567100,MGP00009,,34.00179029,7892.687547,232.1256463
,35490,ERR3239582,ERR3239582,ERR3239582,TRUE,WGS,PRJEB31736,SAMN00000511,NYGC,public,NA19007,2019-03-22,2019-03-22,ERX3266957,Illumina NovaSeq 6000,NA19007,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19007,male,ERP114329,EAS,East Asian,10107132995,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T11:19:00Z,1,CORIELL:GM19007,300,104531492700,MGP00009,,33.72303021,7507.67906,222.6276528
,35491,ERR3239583,ERR3239583,ERR3239583,TRUE,WGS,PRJEB31736,SAMN00000512,NYGC,public,NA19009,2019-03-22,2019-03-22,ERX3266958,Illumina NovaSeq 6000,NA19009,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19009,male,ERP114329,EAS,East Asian,13144551245,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:30:00Z,1,CORIELL:GM19009,300,125372917200,MGP00009,,40.44670716,11964.44202,295.8075665
,35492,ERR3239584,ERR3239584,ERR3239584,TRUE,WGS,PRJEB31736,SAMN00000513,NYGC,public,NA19010,2019-03-22,2019-03-22,ERX3266959,Illumina NovaSeq 6000,NA19010,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19010,female,ERP114329,EAS,East Asian,12976549573,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T11:55:00Z,1,CORIELL:GM19010,300,119011623900,MGP00009,,38.3944827,6852.578038,178.4781968
,35589,ERR3239682,ERR3239682,ERR3239682,TRUE,WGS,PRJEB31736,SAMN00001039,NYGC,public,NA19011,2019-03-22,2019-03-22,ERX3267057,Illumina NovaSeq 6000,NA19011,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19011,female,ERP114329,EAS,East Asian,11459334552,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T07:24:00Z,1,CORIELL:GM19011,300,113890340100,MGP00009,,36.74229919,5787.541685,157.5171346
,35493,ERR3239585,ERR3239585,ERR3239585,TRUE,WGS,PRJEB31736,SAMN00000514,NYGC,public,NA19012,2019-03-22,2019-03-22,ERX3266960,Illumina NovaSeq 6000,NA19012,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19012,male,ERP114329,EAS,East Asian,11604141139,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:20:00Z,1,CORIELL:GM19012,300,125056263300,MGP00009,,40.34455106,11020.99369,273.1718014
,35590,ERR3239683,ERR3239683,ERR3239683,TRUE,WGS,PRJEB31736,SAMN00001040,NYGC,public,NA19017,2019-03-22,2019-03-22,ERX3267058,Illumina NovaSeq 6000,NA19017,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19017,female,ERP114329,AFR,African,13188479530,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T07:31:00Z,1,CORIELL:GM19017,300,125199965400,MGP00008,,40.39091097,13339.03673,330.2484744
,35591,ERR3239684,ERR3239684,ERR3239684,TRUE,WGS,PRJEB31736,SAMN00001041,NYGC,public,NA19019,2019-03-22,2019-03-22,ERX3267059,Illumina NovaSeq 6000,NA19019,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19019,female,ERP114329,AFR,African,12277624059,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T07:09:00Z,1,CORIELL:GM19019,300,119784371100,MGP00008,,38.6437796,6996.839192,181.0599083
,35592,ERR3239685,ERR3239685,ERR3239685,TRUE,WGS,PRJEB31736,SAMN00001042,NYGC,public,NA19020,2019-03-22,2019-03-22,ERX3267060,Illumina NovaSeq 6000,NA19020,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19020,male,ERP114329,AFR,African,10865971190,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T07:06:00Z,1,CORIELL:GM19020,300,112231439400,MGP00008,11268,36.20711925,10402.73194,287.3117816
,35593,ERR3239686,ERR3239686,ERR3239686,TRUE,WGS,PRJEB31736,SAMN00001044,NYGC,public,NA19023,2019-03-22,2019-03-22,ERX3267061,Illumina NovaSeq 6000,NA19023,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19023,female,ERP114329,AFR,African,13112030546,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T09:34:00Z,1,CORIELL:GM19023,300,115646598000,MGP00008,,37.30888766,8943.037329,239.7025988
,35594,ERR3239687,ERR3239687,ERR3239687,TRUE,WGS,PRJEB31736,SAMN00001045,NYGC,public,NA19024,2019-03-22,2019-03-22,ERX3267062,Illumina NovaSeq 6000,NA19024,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19024,female,ERP114329,AFR,African,10998431901,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T07:01:00Z,1,CORIELL:GM19024,300,114617983500,MGP00008,,36.9770451,9400.078939,254.2139025
,35595,ERR3239688,ERR3239688,ERR3239688,TRUE,WGS,PRJEB31736,SAMN00001046,NYGC,public,NA19025,2019-03-22,2019-03-22,ERX3267063,Illumina NovaSeq 6000,NA19025,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19025,male,ERP114329,AFR,African,11043232801,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:59:00Z,1,CORIELL:GM19025,300,115253315400,MGP00008,,37.18201029,9208.764984,247.6672163
,35596,ERR3239689,ERR3239689,ERR3239689,TRUE,WGS,PRJEB31736,SAMN00001047,NYGC,public,NA19026,2019-03-22,2019-03-22,ERX3267064,Illumina NovaSeq 6000,NA19026,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19026,male,ERP114329,AFR,African,14144327172,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T07:25:00Z,1,CORIELL:GM19026,300,104184305700,MGP00008,,33.61102379,7519.271969,223.714458
,35597,ERR3239690,ERR3239690,ERR3239690,TRUE,WGS,PRJEB31736,SAMN00001048,NYGC,public,NA19027,2019-03-22,2019-03-22,ERX3267065,Illumina NovaSeq 6000,NA19027,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19027,male,ERP114329,AFR,African,12918029803,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T07:30:00Z,1,CORIELL:GM19027,300,120366211800,MGP00008,11269,38.83148793,10576.4638,272.3682342
,35598,ERR3239691,ERR3239691,ERR3239691,TRUE,WGS,PRJEB31736,SAMN00001049,NYGC,public,NA19028,2019-03-22,2019-03-22,ERX3267066,Illumina NovaSeq 6000,NA19028,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19028,male,ERP114329,AFR,African,11206637131,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:33:00Z,1,CORIELL:GM19028,300,108802750500,MGP00008,11270,35.10098581,7856.814331,223.8345776
,35600,ERR3239693,ERR3239693,ERR3239693,TRUE,WGS,PRJEB31736,SAMN00001051,NYGC,public,NA19031,2019-03-22,2019-03-22,ERX3267068,Illumina NovaSeq 6000,NA19031,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19031,male,ERP114329,AFR,African,18794446877,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T10:56:00Z,1,CORIELL:GM19031,300,182017902300,MGP00008,11271,58.72101373,12288.48288,209.2689158
,35601,ERR3239694,ERR3239694,ERR3239694,TRUE,WGS,PRJEB31736,SAMN00001052,NYGC,public,NA19035,2019-03-22,2019-03-22,ERX3267069,Illumina NovaSeq 6000,NA19035,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19035,male,ERP114329,AFR,African,11710562979,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T07:29:00Z,1,CORIELL:GM19035,300,121071424800,MGP00008,11272,39.05899754,15319.41791,392.2122653
,35602,ERR3239695,ERR3239695,ERR3239695,TRUE,WGS,PRJEB31736,SAMN00001053,NYGC,public,NA19036,2019-03-22,2019-03-22,ERX3267070,Illumina NovaSeq 6000,NA19036,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19036,female,ERP114329,AFR,African,17445831899,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T08:55:00Z,1,CORIELL:GM19036,300,166848546600,MGP00008,11273,53.82720969,13459.20475,250.0446303
,35603,ERR3239696,ERR3239696,ERR3239696,TRUE,WGS,PRJEB31736,SAMN00001054,NYGC,public,NA19037,2019-03-22,2019-03-22,ERX3267071,Illumina NovaSeq 6000,NA19037,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19037,female,ERP114329,AFR,African,13783102987,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T18:35:00Z,1,CORIELL:GM19037,300,135412489800,MGP00008,,43.68558571,16242.71511,371.8094847
,35604,ERR3239697,ERR3239697,ERR3239697,TRUE,WGS,PRJEB31736,SAMN00001055,NYGC,public,NA19038,2019-03-22,2019-03-22,ERX3267072,Illumina NovaSeq 6000,NA19038,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19038,female,ERP114329,AFR,African,12583802301,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T09:16:00Z,1,CORIELL:GM19038,300,114718977300,MGP00008,11274,37.00962683,11144.68282,301.1292944
,35605,ERR3239698,ERR3239698,ERR3239698,TRUE,WGS,PRJEB31736,SAMN00001057,NYGC,public,NA19041,2019-03-22,2019-03-22,ERX3267073,Illumina NovaSeq 6000,NA19041,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19041,male,ERP114329,AFR,African,10316203036,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:25:00Z,1,CORIELL:GM19041,300,97368195000,MGP00008,11275,31.41207015,13138.1539,418.2517687
,35606,ERR3239699,ERR3239699,ERR3239699,TRUE,WGS,PRJEB31736,SAMN00001058,NYGC,public,NA19042,2019-03-22,2019-03-22,ERX3267074,Illumina NovaSeq 6000,NA19042,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19042,female,ERP114329,AFR,African,14200394042,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T14:48:00Z,1,CORIELL:GM19042,300,130666206900,,,42.1543817,7828.474989,185.7096386
,35607,ERR3239700,ERR3239700,ERR3239700,TRUE,WGS,PRJEB31736,SAMN00001059,NYGC,public,NA19043,2019-03-22,2019-03-22,ERX3267075,Illumina NovaSeq 6000,NA19043,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Luhya in Webuye, Kenya",LWK,2019-03-25T00:00:00Z,NA19043,male,ERP114329,AFR,African,15960228502,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T08:28:00Z,1,CORIELL:GM19043,300,131926068600,MGP00008,,42.56082719,6691.964699,157.2329567
,35494,ERR3239586,ERR3239586,ERR3239586,TRUE,WGS,PRJEB31736,SAMN00000515,NYGC,public,NA19054,2019-03-22,2019-03-22,ERX3266961,Illumina NovaSeq 6000,NA19054,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19054,female,ERP114329,EAS,East Asian,10294382921,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:03:00Z,1,CORIELL:GM19054,300,110054660700,MGP00009,,35.50486606,8272.876896,233.0068471
