Population Issue,x,Run,3189 VCF Files cohort,1GP Files,x,Assay Type,BioProject,BioSample,Center Name,Consent,DNA-ID,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Population_Description,population,ReleaseDate,Sample Name,sex,SRA Study,Super_Population_Code,Super_Population_Description,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,culture_collection,AvgSpotLen,Bases,Coriell_panel,Family_Id,Genome_coverage,Avg rDNA Coverage,Estimated Copy #
,35495,ERR3239587,ERR3239587,ERR3239587,TRUE,WGS,PRJEB31736,SAMN00000516,NYGC,public,NA19055,2019-03-22,2019-03-22,ERX3266962,Illumina NovaSeq 6000,NA19055,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19055,male,ERP114329,EAS,East Asian,13495498076,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:40:00Z,1,CORIELL:GM19055,300,135677755800,MGP00009,,43.7711635,17222.60876,393.4692931
,35496,ERR3239588,ERR3239588,ERR3239588,TRUE,WGS,PRJEB31736,SAMN00000517,NYGC,public,NA19056,2019-03-22,2019-03-22,ERX3266963,Illumina NovaSeq 6000,NA19056,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19056,male,ERP114329,EAS,East Asian,10451867085,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:17:00Z,1,CORIELL:GM19056,300,112728086400,MGP00009,,36.36734313,11820.15615,325.0211628
,35497,ERR3239589,ERR3239589,ERR3239589,TRUE,WGS,PRJEB31736,SAMN00000518,NYGC,public,NA19057,2019-03-22,2019-03-22,ERX3266964,Illumina NovaSeq 6000,NA19057,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19057,female,ERP114329,EAS,East Asian,10932137398,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T21:09:00Z,1,CORIELL:GM19057,300,109281632100,MGP00009,,35.25547838,8284.858645,234.9949292
,35498,ERR3239590,ERR3239590,ERR3239590,TRUE,WGS,PRJEB31736,SAMN00000519,NYGC,public,NA19058,2019-03-22,2019-03-22,ERX3266965,Illumina NovaSeq 6000,NA19058,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19058,male,ERP114329,EAS,East Asian,10700279482,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T21:20:00Z,1,CORIELL:GM19058,300,110428747800,MGP00009,,35.62555075,14517.97281,407.5157438
,35499,ERR3239591,ERR3239591,ERR3239591,TRUE,WGS,PRJEB31736,SAMN00000520,NYGC,public,NA19059,2019-03-22,2019-03-22,ERX3266966,Illumina NovaSeq 6000,NA19059,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19059,female,ERP114329,EAS,East Asian,11307631900,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:23:00Z,1,CORIELL:GM19059,300,116346441600,MGP00009,,37.53466504,11336.2613,302.0211128
,35500,ERR3239592,ERR3239592,ERR3239592,TRUE,WGS,PRJEB31736,SAMN00000521,NYGC,public,NA19060,2019-03-22,2019-03-22,ERX3266967,Illumina NovaSeq 6000,NA19060,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19060,male,ERP114329,EAS,East Asian,11158275546,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T05:21:00Z,1,CORIELL:GM19060,300,116278528500,MGP00009,,37.51275551,8954.798558,238.7134305
,35501,ERR3239593,ERR3239593,ERR3239593,TRUE,WGS,PRJEB31736,SAMN00000522,NYGC,public,NA19062,2019-03-22,2019-03-22,ERX3266968,Illumina NovaSeq 6000,NA19062,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19062,male,ERP114329,EAS,East Asian,10781698033,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:22:00Z,1,CORIELL:GM19062,300,103756145700,MGP00009,,33.47289458,6183.408592,184.7288282
,35502,ERR3239594,ERR3239594,ERR3239594,TRUE,WGS,PRJEB31736,SAMN00000523,NYGC,public,NA19063,2019-03-22,2019-03-22,ERX3266969,Illumina NovaSeq 6000,NA19063,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19063,male,ERP114329,EAS,East Asian,13951814189,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T22:47:00Z,1,CORIELL:GM19063,300,134388389400,MGP00009,,43.35519946,10152.16832,234.1626482
,35503,ERR3239595,ERR3239595,ERR3239595,TRUE,WGS,PRJEB31736,SAMN00000524,NYGC,public,NA19064,2019-03-22,2019-03-22,ERX3266970,Illumina NovaSeq 6000,NA19064,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19064,female,ERP114329,EAS,East Asian,11139549082,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T21:19:00Z,1,CORIELL:GM19064,300,118503549900,MGP00009,,38.23057234,17532.16404,458.5901535
,35504,ERR3239596,ERR3239596,ERR3239596,TRUE,WGS,PRJEB31736,SAMN00000525,NYGC,public,NA19065,2019-03-22,2019-03-22,ERX3266971,Illumina NovaSeq 6000,NA19065,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19065,female,ERP114329,EAS,East Asian,10671777684,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T20:51:00Z,1,CORIELL:GM19065,300,108797290500,MGP00009,,35.09922435,6434.083146,183.311263
,35505,ERR3239597,ERR3239597,ERR3239597,TRUE,WGS,PRJEB31736,SAMN00000526,NYGC,public,NA19066,2019-03-22,2019-03-22,ERX3266972,Illumina NovaSeq 6000,NA19066,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19066,male,ERP114329,EAS,East Asian,10366019963,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T20:31:00Z,1,CORIELL:GM19066,300,105896302200,MGP00009,,34.16333304,5918.995569,173.2557992
,35506,ERR3239598,ERR3239598,ERR3239598,TRUE,WGS,PRJEB31736,SAMN00000527,NYGC,public,NA19067,2019-03-22,2019-03-22,ERX3266973,Illumina NovaSeq 6000,NA19067,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19067,male,ERP114329,EAS,East Asian,10866720291,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T04:23:00Z,1,CORIELL:GM19067,300,111845080500,MGP00009,,36.08247554,7970.618522,220.899991
,35507,ERR3239599,ERR3239599,ERR3239599,TRUE,WGS,PRJEB31736,SAMN00000528,NYGC,public,NA19068,2019-03-22,2019-03-22,ERX3266974,Illumina NovaSeq 6000,NA19068,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19068,male,ERP114329,EAS,East Asian,13266864865,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T22:54:00Z,1,,300,111282237300,MGP00009,,35.90089602,7982.85196,222.3580146
,35508,ERR3239600,ERR3239600,ERR3239600,TRUE,WGS,PRJEB31736,SAMN00000529,NYGC,public,NA19070,2019-03-22,2019-03-22,ERX3266975,Illumina NovaSeq 6000,NA19070,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19070,male,ERP114329,EAS,East Asian,10941041342,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T06:05:00Z,1,CORIELL:GM19070,300,110505099900,MGP00009,,35.65018279,5250.085098,147.2667091
,35509,ERR3239601,ERR3239601,ERR3239601,TRUE,WGS,PRJEB31736,SAMN00000530,NYGC,public,NA19072,2019-03-22,2019-03-22,ERX3266976,Illumina NovaSeq 6000,NA19072,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19072,male,ERP114329,EAS,East Asian,12045234066,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T05:38:00Z,1,CORIELL:GM19072,300,118227578100,MGP00009,,38.14154074,10825.91866,283.8353786
,35510,ERR3239602,ERR3239602,ERR3239602,TRUE,WGS,PRJEB31736,SAMN00000531,NYGC,public,NA19074,2019-03-22,2019-03-22,ERX3266977,Illumina NovaSeq 6000,NA19074,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19074,female,ERP114329,EAS,East Asian,13166578366,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T00:59:00Z,1,CORIELL:GM19074,300,113182491600,MGP00009,,36.51393934,6512.99985,178.3702325
,35511,ERR3239603,ERR3239603,ERR3239603,TRUE,WGS,PRJEB31736,SAMN00000532,NYGC,public,NA19075,2019-03-22,2019-03-22,ERX3266978,Illumina NovaSeq 6000,NA19075,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19075,male,ERP114329,EAS,East Asian,10738685136,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T22:28:00Z,1,CORIELL:GM19075,300,113798481900,MGP00009,,36.71266471,8755.353012,238.4831796
,35512,ERR3239604,ERR3239604,ERR3239604,TRUE,WGS,PRJEB31736,SAMN00000533,NYGC,public,NA19076,2019-03-22,2019-03-22,ERX3266979,Illumina NovaSeq 6000,NA19076,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19076,male,ERP114329,EAS,East Asian,12749263001,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T11:59:00Z,1,CORIELL:GM19076,300,136046920500,MGP00009,,43.89026016,12864.7242,293.1111402
,35513,ERR3239605,ERR3239605,ERR3239605,TRUE,WGS,PRJEB31736,SAMN00000534,NYGC,public,NA19077,2019-03-22,2019-03-22,ERX3266980,Illumina NovaSeq 6000,NA19077,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19077,female,ERP114329,EAS,East Asian,11712124023,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T07:00:00Z,1,CORIELL:GM19077,300,112568344200,MGP00009,,36.31580851,7955.476791,219.0637389
,35514,ERR3239606,ERR3239606,ERR3239606,TRUE,WGS,PRJEB31736,SAMN00000535,NYGC,public,NA19078,2019-03-22,2019-03-22,ERX3266981,Illumina NovaSeq 6000,NA19078,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19078,female,ERP114329,EAS,East Asian,15110839115,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:46:00Z,1,CORIELL:GM19078,300,119901611100,MGP00009,,38.68160254,7428.647589,192.0460142
,35515,ERR3239607,ERR3239607,ERR3239607,TRUE,WGS,PRJEB31736,SAMN00000536,NYGC,public,NA19079,2019-03-22,2019-03-22,ERX3266982,Illumina NovaSeq 6000,NA19079,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19079,male,ERP114329,EAS,East Asian,16535808588,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T10:43:00Z,1,CORIELL:GM19079,300,163880756700,MGP00009,,52.86976744,10517.05716,198.92384
,35516,ERR3239608,ERR3239608,ERR3239608,TRUE,WGS,PRJEB31736,SAMN00000537,NYGC,public,NA19080,2019-03-22,2019-03-22,ERX3266983,Illumina NovaSeq 6000,NA19080,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19080,female,ERP114329,EAS,East Asian,9594410928,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T04:42:00Z,1,CORIELL:GM19080,300,105264031200,MGP00009,,33.95935533,9285.836713,273.4397229
,35517,ERR3239609,ERR3239609,ERR3239609,TRUE,WGS,PRJEB31736,SAMN00000538,NYGC,public,NA19081,2019-03-22,2019-03-22,ERX3266984,Illumina NovaSeq 6000,NA19081,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19081,female,ERP114329,EAS,East Asian,10501865227,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T07:33:00Z,1,CORIELL:GM19081,300,107225431800,MGP00009,,34.59212513,7952.697837,229.8990827
,35518,ERR3239610,ERR3239610,ERR3239610,TRUE,WGS,PRJEB31736,SAMN00000539,NYGC,public,NA19082,2019-03-22,2019-03-22,ERX3266985,Illumina NovaSeq 6000,NA19082,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19082,male,ERP114329,EAS,East Asian,9890286287,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:40:00Z,1,CORIELL:GM19082,300,105110088000,MGP00009,,33.90969153,8385.077663,247.2767307
,35519,ERR3239611,ERR3239611,ERR3239611,TRUE,WGS,PRJEB31736,SAMN00000540,NYGC,public,NA19083,2019-03-22,2019-03-22,ERX3266986,Illumina NovaSeq 6000,NA19083,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19083,male,ERP114329,EAS,East Asian,10471208549,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:33:00Z,1,CORIELL:GM19083,300,101520427200,MGP00009,,32.75162676,9563.811702,292.0102801
,35520,ERR3239612,ERR3239612,ERR3239612,TRUE,WGS,PRJEB31736,SAMN00000541,NYGC,public,NA19084,2019-03-22,2019-03-22,ERX3266987,Illumina NovaSeq 6000,NA19084,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19084,female,ERP114329,EAS,East Asian,12659438365,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T06:50:00Z,1,CORIELL:GM19084,300,126717707700,MGP00009,,40.88055163,11198.1524,273.9237106
,35521,ERR3239613,ERR3239613,ERR3239613,TRUE,WGS,PRJEB31736,SAMN00000542,NYGC,public,NA19085,2019-03-22,2019-03-22,ERX3266988,Illumina NovaSeq 6000,NA19085,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19085,male,ERP114329,EAS,East Asian,10793055325,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:48:00Z,1,CORIELL:GM19085,300,100346119200,MGP00009,,32.37278184,7146.26213,220.7490899
,35522,ERR3239614,ERR3239614,ERR3239614,TRUE,WGS,PRJEB31736,SAMN00000543,NYGC,public,NA19086,2019-03-22,2019-03-22,ERX3266989,Illumina NovaSeq 6000,NA19086,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19086,male,ERP114329,EAS,East Asian,11155336212,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:22:00Z,1,CORIELL:GM19086,300,114045277800,MGP00009,,36.79228383,8387.023359,227.9560409
,35523,ERR3239615,ERR3239615,ERR3239615,TRUE,WGS,PRJEB31736,SAMN00000544,NYGC,public,NA19087,2019-03-22,2019-03-22,ERX3266990,Illumina NovaSeq 6000,NA19087,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19087,female,ERP114329,EAS,East Asian,10811649763,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T08:06:00Z,1,CORIELL:GM19087,300,114188033400,MGP00009,,36.83833838,11017.58427,299.079295
,35524,ERR3239616,ERR3239616,ERR3239616,TRUE,WGS,PRJEB31736,SAMN00000545,NYGC,public,NA19088,2019-03-22,2019-03-22,ERX3266991,Illumina NovaSeq 6000,NA19088,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19088,male,ERP114329,EAS,East Asian,12825418227,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T23:53:00Z,1,CORIELL:GM19088,300,117144075000,MGP00009,,37.79199051,7110.160658,188.1393534
,35608,ERR3239701,ERR3239701,ERR3239701,TRUE,WGS,PRJEB31736,SAMN00001064,NYGC,public,NA19089,2019-03-22,2019-03-22,ERX3267076,Illumina NovaSeq 6000,NA19089,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19089,male,ERP114329,EAS,East Asian,11700120888,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T08:40:00Z,1,CORIELL:GM19089,300,111595025700,MGP00009,,36.00180506,9151.508337,254.1958194
,35609,ERR3239702,ERR3239702,ERR3239702,TRUE,WGS,PRJEB31736,SAMN00001065,NYGC,public,NA19090,2019-03-22,2019-03-22,ERX3267077,Illumina NovaSeq 6000,NA19090,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19090,female,ERP114329,EAS,East Asian,13492339183,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T09:56:00Z,1,CORIELL:GM19090,300,140154045900,MGP00009,,45.21526481,9679.264008,214.0707137
,35610,ERR3239703,ERR3239703,ERR3239703,TRUE,WGS,PRJEB31736,SAMN00001066,NYGC,public,NA19091,2019-03-22,2019-03-22,ERX3267078,Illumina NovaSeq 6000,NA19091,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Japanese in Tokyo, Japan",JPT,2019-03-25T00:00:00Z,NA19091,male,ERP114329,EAS,East Asian,12434751289,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T08:04:00Z,1,CORIELL:GM19091,300,120011628600,MGP00009,,38.71709541,6475.250939,167.2452665
,35525,ERR3239617,ERR3239617,ERR3239617,TRUE,WGS,PRJEB31736,SAMN00000546,NYGC,public,NA19092,2019-03-22,2019-03-22,ERX3266992,Illumina NovaSeq 6000,NA19092,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Yoruba in Ibadan, Nigeria",YRI,2019-03-25T00:00:00Z,NA19092,male,ERP114329,AFR,African,11813745350,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T07:16:00Z,1,CORIELL:GM19092,300,118906663200,MGP00013,"Y040-03,Y040",38.3606212,9329.019153,243.1925986
,35343,ERR3239422,ERR3239422,ERR3239422,TRUE,WGS,PRJEB31736,SAMN00001663,NYGC,public,NA19093,2019-03-22,2019-03-22,ERX3266797,Illumina NovaSeq 6000,NA19093,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Yoruba in Ibadan, Nigeria",YRI,2019-03-25T00:00:00Z,NA19093,female,ERP114329,AFR,African,11709175721,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:42:00Z,1,CORIELL:GM19093,300,122332791900,MGP00013,Y040,39.46592869,12592.19498,319.0649606
,35526,ERR3239618,ERR3239618,ERR3239618,TRUE,WGS,PRJEB31736,SAMN00000547,NYGC,public,NA19095,2019-03-22,2019-03-22,ERX3266993,Illumina NovaSeq 6000,NA19095,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Yoruba in Ibadan, Nigeria",YRI,2019-03-25T00:00:00Z,NA19095,female,ERP114329,AFR,African,10879537286,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-01T22:45:00Z,1,CORIELL:GM19095,300,104389966500,MGP00013,"Y041-02,Y041",33.67737227,7470.52734,221.8263135
,35527,ERR3239619,ERR3239619,ERR3239619,TRUE,WGS,PRJEB31736,SAMN00000548,NYGC,public,NA19096,2019-03-22,2019-03-22,ERX3266994,Illumina NovaSeq 6000,NA19096,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Yoruba in Ibadan, Nigeria",YRI,2019-03-25T00:00:00Z,NA19096,male,ERP114329,AFR,African,12007754609,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T13:20:00Z,1,CORIELL:GM19096,300,113783565600,MGP00013,"Y041-03,Y041",36.70785254,15353.00578,418.2485414
,35344,ERR3239423,ERR3239423,ERR3239423,TRUE,WGS,PRJEB31736,SAMN00001664,NYGC,public,NA19098,2019-03-22,2019-03-22,ERX3266798,Illumina NovaSeq 6000,NA19098,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Yoruba in Ibadan, Nigeria",YRI,2019-03-25T00:00:00Z,NA19098,male,ERP114329,AFR,African,11751993018,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T23:11:00Z,1,CORIELL:GM19098,300,123272402100,MGP00013,Y105,39.76905746,11189.55062,281.3632341
,35345,ERR3239424,ERR3239424,ERR3239424,TRUE,WGS,PRJEB31736,SAMN00001665,NYGC,public,NA19099,2019-03-22,2019-03-22,ERX3266799,Illumina NovaSeq 6000,NA19099,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Yoruba in Ibadan, Nigeria",YRI,2019-03-25T00:00:00Z,NA19099,female,ERP114329,AFR,African,11865947876,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:56:00Z,1,CORIELL:GM19099,300,127981615800,MGP00013,Y105,41.28830254,12679.95869,307.1077741
,35346,ERR3239425,ERR3239425,ERR3239425,TRUE,WGS,PRJEB31736,SAMN00001666,NYGC,public,NA19102,2019-03-22,2019-03-22,ERX3266800,Illumina NovaSeq 6000,NA19102,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Yoruba in Ibadan, Nigeria",YRI,2019-03-25T00:00:00Z,NA19102,female,ERP114329,AFR,African,10191140936,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:36:00Z,1,CORIELL:GM19102,300,109226353800,MGP00013,Y042,35.23764498,10219.9665,290.0297823
,35528,ERR3239620,ERR3239620,ERR3239620,TRUE,WGS,PRJEB31736,SAMN00000549,NYGC,public,NA19107,2019-03-22,2019-03-22,ERX3266995,Illumina NovaSeq 6000,NA19107,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Yoruba in Ibadan, Nigeria",YRI,2019-03-25T00:00:00Z,NA19107,male,ERP114329,AFR,African,11392127042,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-27T05:42:00Z,1,CORIELL:GM19107,300,110297184300,MGP00013,"Y006-03,Y006",35.58310689,5410.600346,152.0553099
,35347,ERR3239426,ERR3239426,ERR3239426,TRUE,WGS,PRJEB31736,SAMN00001667,NYGC,public,NA19108,2019-03-22,2019-03-22,ERX3266801,Illumina NovaSeq 6000,NA19108,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Yoruba in Ibadan, Nigeria",YRI,2019-03-25T00:00:00Z,NA19108,female,ERP114329,AFR,African,11081234702,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:28:00Z,1,CORIELL:GM19108,300,107804266800,MGP00013,Y006,34.77886379,10504.91197,302.0487396
,35529,ERR3239621,ERR3239621,ERR3239621,TRUE,WGS,PRJEB31736,SAMN00000550,NYGC,public,NA19113,2019-03-22,2019-03-22,ERX3266996,Illumina NovaSeq 6000,NA19113,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Yoruba in Ibadan, Nigeria",YRI,2019-03-25T00:00:00Z,NA19113,male,ERP114329,AFR,African,11196170247,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2020-03-02T00:35:00Z,1,CORIELL:GM19113,300,108807173400,MGP00013,"Y079-03,Y079",35.10241269,5691.333934,162.1351212
,35348,ERR3239427,ERR3239427,ERR3239427,TRUE,WGS,PRJEB31736,SAMN00001668,NYGC,public,NA19114,2019-03-22,2019-03-22,ERX3266802,Illumina NovaSeq 6000,NA19114,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Yoruba in Ibadan, Nigeria",YRI,2019-03-25T00:00:00Z,NA19114,female,ERP114329,AFR,African,11144039201,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T22:30:00Z,1,CORIELL:GM19114,300,105717025500,MGP00013,Y079,34.10549637,6411.671624,187.995259
,35349,ERR3239428,ERR3239428,ERR3239428,TRUE,WGS,PRJEB31736,SAMN00001669,NYGC,public,NA19116,2019-03-22,2019-03-22,ERX3266803,Illumina NovaSeq 6000,NA19116,PAIRED,RANDOM,GENOMIC,Homo sapiens,ILLUMINA,"Yoruba in Ibadan, Nigeria",YRI,2019-03-25T00:00:00Z,NA19116,female,ERP114329,AFR,African,11380200056,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-26T23:40:00Z,1,CORIELL:GM19116,300,117042796500,MGP00013,Y060,37.75931693,10417.87554,275.9021188
